,loo_sample,feature,exvar
7629,169,Monocyte,0.0022959801314770267
7630,169,Myeloid,0.06719597761226304
7631,169,NKcell,0.03171849678544347
7632,169,Naive_Tcell,0.013549664744688883
7633,169,Neutrophil,0.0033035575354349866
7634,169,OS_effect,0.0002827418675103166
7635,169,PLFcell,0.007151930684524244
7636,169,Pancreatic,0.035668008477305446
7637,169,Platelet,0.02522075977471394
7638,169,Pneumocyte,0.03337512537297249
7639,169,Stem,0.019638604421796324
7640,169,Stroma,0.0006617911939160726
7641,169,TGFb_pathway,0.06971205116793644
7642,169,TLS,0.008307846025890187
7643,169,TMB,0.1104798639655612
7644,169,Tcell_exclusion,0.04378653875453642
7645,169,Tcell_general,9.189658746633356e-06
7646,169,Treg,0.0021467089057660704
7647,169,cDC,0.0032152296975557215
7648,169,pDC,0.0017714431463794478
7649,169,Reference,0.042871096041402934
7650,170,Adipocyte,0.0009352620027409664
7651,170,Apoptosis_pathway,0.034188633074050845
7652,170,Bcell,0.0025706545588777274
7653,170,CD4_Tcell,0.00035258830149598186
7654,170,CD8_Tcell,0.16597357181169026
